,awayscore,away,homescore,date,home,div,tourney
3298,4,Suffrage,15,7/16/2016,Pine Baroness,Women,Old Line Classic 2016
3299,5,Independence,15,7/16/2016,Brooklyn Book Club,Women,Old Line Classic 2016
3301,15,Independence,8,7/17/2016,Suffrage,Women,Old Line Classic 2016
3302,11,Suffrage,8,7/17/2016,Shadowbox,Women,Old Line Classic 2016
3304,11,Brooklyn Book Club,8,7/17/2016,Pine Baroness,Women,Old Line Classic 2016
3505,11,Underground,14,6/18/2016,Seattle Riot,Women,Eugene Summer Solstice 2016
3512,9,Schwa,15,6/18/2016,Nightlock,Women,Eugene Summer Solstice 2016
3543,4,Underground,12,6/19/2016,Seattle Riot,Women,Eugene Summer Solstice 2016
3546,9,Underground,7,6/19/2016,Schwa,Women,Eugene Summer Solstice 2016
3559,6,Underground,13,6/19/2016,Nightlock,Women,Eugene Summer Solstice 2016
