awayscore,away,homescore,date,home,div,tourney
10,GirthQuake (11),11,7/16/2016,Vicious Cycle: Doggers Edition (7),Men,Swan Boat 2016
8,GirthQuake (11),11,7/16/2016,UpRoar (1),Men,Swan Boat 2016
11,Orlando Citronauts (6),7,7/16/2016,Shrimp Boat (4),Men,Swan Boat 2016
7,Snow Bird (10),11,7/16/2016,Vicious Cycle: Doggers Edition (7),Men,Swan Boat 2016
3,Vicious Cycle: Doggers Edition (7),11,7/16/2016,UpRoar (1),Men,Swan Boat 2016
11,GirthQuake (11),10,7/16/2016,Shrimp Boat (4),Men,Swan Boat 2016
6,Snow Bird (10),11,7/16/2016,Orlando Citronauts (6),Men,Swan Boat 2016
9,Shrimp Boat (4),11,7/16/2016,UpRoar (1),Men,Swan Boat 2016
8,Vicious Cycle: Doggers Edition (7),11,7/16/2016,Orlando Citronauts (6),Men,Swan Boat 2016
5,GirthQuake (11),11,7/16/2016,Snow Bird (10),Men,Swan Boat 2016
9,Snow Bird (10),11,7/16/2016,UpRoar (1),Men,Swan Boat 2016
11,Vicious Cycle: Doggers Edition (7),6,7/16/2016,Shrimp Boat (4),Men,Swan Boat 2016
8,GirthQuake (11),11,7/16/2016,Orlando Citronauts (6),Men,Swan Boat 2016
10,Hammerhead (5),11,7/16/2016,Dallas United: Desperados (2),Men,Swan Boat 2016
1,Tyranny (9),11,7/16/2016,Bullet (3),Men,Swan Boat 2016
5,Florida Youth Ultimate All Star Team  (12),11,7/16/2016,Right Coast Ultimate (8),Men,Swan Boat 2016
2,Florida Youth Ultimate All Star Team  (12),11,7/16/2016,Dallas United: Desperados (2),Men,Swan Boat 2016
11,Tyranny (9),10,7/16/2016,Right Coast Ultimate (8),Men,Swan Boat 2016
4,Hammerhead (5),11,7/16/2016,Bullet (3),Men,Swan Boat 2016
6,Right Coast Ultimate (8),11,7/16/2016,Dallas United: Desperados (2),Men,Swan Boat 2016
4,Florida Youth Ultimate All Star Team  (12),11,7/16/2016,Bullet (3),Men,Swan Boat 2016
6,Tyranny (9),11,7/16/2016,Hammerhead (5),Men,Swan Boat 2016
11,Bullet (3),6,7/16/2016,Dallas United: Desperados (2),Men,Swan Boat 2016
7,Right Coast Ultimate (8),11,7/16/2016,Hammerhead (5),Men,Swan Boat 2016
5,Florida Youth Ultimate All Star Team  (12),11,7/16/2016,Tyranny (9),Men,Swan Boat 2016
0,Tyranny (9),11,7/16/2016,Dallas United: Desperados (2),Men,Swan Boat 2016
3,Right Coast Ultimate (8),11,7/16/2016,Bullet (3),Men,Swan Boat 2016
5,Florida Youth Ultimate All Star Team  (12),11,7/16/2016,Hammerhead (5),Men,Swan Boat 2016
13,Bullet (3),8,7/17/2016,Orlando Citronauts (6),Men,Swan Boat 2016
8,Dallas United: Desperados (2),13,7/17/2016,Orlando Citronauts (6),Men,Swan Boat 2016
13,Bullet (3),5,7/17/2016,UpRoar (1),Men,Swan Boat 2016
5,Tyranny (9),11,7/17/2016,Orlando Citronauts (6),Men,Swan Boat 2016
13,Dallas United: Desperados (2),10,7/17/2016,Vicious Cycle: Doggers Edition (7),Men,Swan Boat 2016
11,UpRoar (1),5,7/17/2016,Hammerhead (5),Men,Swan Boat 2016
2,Snow Bird (10),13,7/17/2016,Bullet (3),Men,Swan Boat 2016
12,Shrimp Boat (4),13,7/17/2016,GirthQuake (11),Men,Swan Boat 2016
8,Florida Youth Ultimate All Star Team  (12),13,7/17/2016,GirthQuake (11),Men,Swan Boat 2016
11,Right Coast Ultimate (8),13,7/17/2016,Shrimp Boat (4),Men,Swan Boat 2016
7,Hammerhead (5),3,7/17/2016,Vicious Cycle: Doggers Edition (7),Men,Swan Boat 2016
13,Vicious Cycle: Doggers Edition (7),9,7/17/2016,Tyranny (9),Men,Swan Boat 2016
11,Snow Bird (10),13,7/17/2016,Hammerhead (5),Men,Swan Boat 2016
12,Right Coast Ultimate (8),13,7/17/2016,Florida Youth Ultimate All Star Team  (12),Men,Swan Boat 2016
11,UpRoar (1),9,7/17/2016,Dallas United: Desperados (2),Men,Swan Boat 2016
7,Snow Bird (10),4,7/17/2016,Tyranny (9),Men,Swan Boat 2016
2,Suffrage (5),13,7/16/2016,Virginia Rebellion (1),Women,Old Line Classic 2016
2,Justice (8),13,7/16/2016,Brooklyn Book Club (4),Women,Old Line Classic 2016
0,Justice (8),13,7/16/2016,Virginia Rebellion (1),Women,Old Line Classic 2016
7,Suffrage (5),13,7/16/2016,Brooklyn Book Club (4),Women,Old Line Classic 2016
7,Brooklyn Book Club (4),10,7/16/2016,Virginia Rebellion (1),Women,Old Line Classic 2016
2,Justice (8),13,7/16/2016,Suffrage (5),Women,Old Line Classic 2016
6,Independence (6),11,7/16/2016,Pine Baroness (2),Women,Old Line Classic 2016
1,Shadowbox (7),13,7/16/2016,Grit (3),Women,Old Line Classic 2016
4,Shadowbox (7),13,7/16/2016,Pine Baroness (2),Women,Old Line Classic 2016
3,Independence (6),13,7/16/2016,Grit (3),Women,Old Line Classic 2016
13,Grit (3),7,7/16/2016,Pine Baroness (2),Women,Old Line Classic 2016
3,Shadowbox (7),13,7/16/2016,Independence (6),Women,Old Line Classic 2016
10,Grit (3),12,7/17/2016,Virginia Rebellion (1),Women,Old Line Classic 2016
8,Pine Baroness (2),14,7/17/2016,Virginia Rebellion (1),Women,Old Line Classic 2016
15,Grit (3),3,7/17/2016,Brooklyn Book Club (4),Women,Old Line Classic 2016
3,Shadowbox (7),15,7/16/2016,Virginia Rebellion (1),Women,Old Line Classic 2016
4,Suffrage (5),15,7/16/2016,Pine Baroness (2),Women,Old Line Classic 2016
5,Independence (6),15,7/16/2016,Brooklyn Book Club (4),Women,Old Line Classic 2016
F,Justice (8),W,7/16/2016,Grit (3),Women,Old Line Classic 2016
15,Independence (6),8,7/17/2016,Suffrage (5),Women,Old Line Classic 2016
11,Suffrage (5),8,7/17/2016,Shadowbox (7),Women,Old Line Classic 2016
1,Justice (8),15,7/17/2016,Independence (6),Women,Old Line Classic 2016
11,Brooklyn Book Club (4),8,7/17/2016,Pine Baroness (2),Women,Old Line Classic 2016
3,Justice (8),14,7/17/2016,Shadowbox (7),Women,Old Line Classic 2016
8,Spirit Quest (3),12,7/16/2016,Pronghorn (1),Mixed,Ski Town Classic 2016
3,Spirit Quest (3),13,7/16/2016,Instant Karma (2),Mixed,Ski Town Classic 2016
13,Instant Karma (2),5,7/16/2016,Pronghorn (1),Mixed,Ski Town Classic 2016
4,Spirit Quest (3),13,7/16/2016,Instant Karma (2),Mixed,Ski Town Classic 2016
5,Spirit Quest (3),13,7/16/2016,Pronghorn (1),Mixed,Ski Town Classic 2016
13,Instant Karma (2),1,7/16/2016,Pronghorn (1),Mixed,Ski Town Classic 2016
1,Spirit Quest (3),13,7/17/2016,Instant Karma (2),Mixed,Ski Town Classic 2016
13,Instant Karma (2),7,7/17/2016,Pronghorn (1),Mixed,Ski Town Classic 2016
5,Spirit Quest (3),13,7/17/2016,Pronghorn (1),Mixed,Ski Town Classic 2016
6,Risky Business (5),13,6/25/2016,Cosa Nostra (1),Mixed,Texas 2 Finger 2016
8,Bexar Necessities (10),11,6/25/2016,tHUMP (4),Mixed,Texas 2 Finger 2016
13,Wildstyle (11),6,6/25/2016,Lakefire (7),Mixed,Texas 2 Finger 2016
1,Wildstyle (11),13,6/25/2016,Cosa Nostra (1),Mixed,Texas 2 Finger 2016
8,Risky Business (5),10,6/25/2016,tHUMP (4),Mixed,Texas 2 Finger 2016
13,Bexar Necessities (10),3,6/25/2016,Lakefire (7),Mixed,Texas 2 Finger 2016
3,Lakefire (7),13,6/25/2016,Cosa Nostra (1),Mixed,Texas 2 Finger 2016
5,Wildstyle (11),13,6/25/2016,tHUMP (4),Mixed,Texas 2 Finger 2016
11,Bexar Necessities (10),12,6/25/2016,Risky Business (5),Mixed,Texas 2 Finger 2016
3,tHUMP (4),13,6/25/2016,Cosa Nostra (1),Mixed,Texas 2 Finger 2016
10,Lakefire (7),12,6/25/2016,Risky Business (5),Mixed,Texas 2 Finger 2016
6,Wildstyle (11),12,6/25/2016,Bexar Necessities (10),Mixed,Texas 2 Finger 2016
6,Bexar Necessities (10),13,6/26/2016,Cosa Nostra (1),Mixed,Texas 2 Finger 2016
8,Wildstyle (11),9,6/26/2016,Risky Business (5),Mixed,Texas 2 Finger 2016
3,Lakefire (7),13,6/26/2016,tHUMP (4),Mixed,Texas 2 Finger 2016
11,Moontower (6),10,6/25/2016,Rubix (2),Mixed,Texas 2 Finger 2016
0,Mud Turtles  (9),13,6/25/2016,Public Enemy (3),Mixed,Texas 2 Finger 2016
9,Balloon (12),5,6/25/2016,Special Tactics (8),Mixed,Texas 2 Finger 2016
8,Balloon (12),10,6/25/2016,Rubix (2),Mixed,Texas 2 Finger 2016
8,Moontower (6),10,6/25/2016,Public Enemy (3),Mixed,Texas 2 Finger 2016
9,Mud Turtles  (9),4,6/25/2016,Special Tactics (8),Mixed,Texas 2 Finger 2016
2,Special Tactics (8),13,6/25/2016,Rubix (2),Mixed,Texas 2 Finger 2016
5,Balloon (12),13,6/25/2016,Public Enemy (3),Mixed,Texas 2 Finger 2016
6,Mud Turtles  (9),13,6/25/2016,Moontower (6),Mixed,Texas 2 Finger 2016
10,Public Enemy (3),9,6/25/2016,Rubix (2),Mixed,Texas 2 Finger 2016
3,Special Tactics (8),13,6/25/2016,Moontower (6),Mixed,Texas 2 Finger 2016
13,Balloon (12),7,6/25/2016,Mud Turtles  (9),Mixed,Texas 2 Finger 2016
3,Mud Turtles  (9),13,6/26/2016,Rubix (2),Mixed,Texas 2 Finger 2016
